ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,Test
459818,Female,Yes,68,No,Lawyer,1.0,Low,1.0,Cat_6,D,37
463732,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,D,90
467112,Male,No,43,Yes,Artist,1.0,Low,2.0,Cat_2,B,65
459902,Male,Yes,52,Yes,Lawyer,8.0,High,2.0,Cat_6,C,17
463233,Male,Yes,50,No,Executive,0.0,Average,5.0,Cat_6,B,56
467721,Male,No,41,Yes,Entertainment,0.0,Low,1.0,Cat_4,D,26
465915,Male,Yes,40,Yes,Entertainment,8.0,Average,2.0,Cat_6,B,65
464506,Male,No,32,Yes,Healthcare,8.0,Low,2.0,Cat_4,D,73
460624,Male,Yes,57,Yes,Homemaker,5.0,High,2.0,Cat_6,A,53
462020,Female,No,25,Yes,Artist,13.0,Low,2.0,Cat_6,C,97
464320,Male,Yes,74,No,Lawyer,0.0,High,2.0,Cat_6,A,83
467687,Male,No,38,Yes,Entertainment,99.0,Low,4.0,Cat_6,D,60
461561,Female,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_6,C,48
465953,Female,No,50,Yes,Artist,1.0,Low,1.0,Cat_6,D,41
463309,Male,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_3,B,96
459134,Female,Yes,69,Yes,Lawyer,0.0,High,2.0,Cat_6,C,23
464195,Male,No,29,Yes,Artist,0.0,Low,1.0,Cat_6,A,33
467696,Male,Yes,84,Yes,Lawyer,99.0,High,3.0,Cat_6,B,69
466504,Male,Yes,38,No,Executive,9.0,High,5.0,Cat_6,B,19
466792,Female,Yes,82,No,Lawyer,0.0,Low,1.0,Cat_6,A,81
463837,Female,Yes,50,No,Engineer,0.0,Low,3.0,Cat_7,B,94
465384,Male,Yes,56,Yes,Artist,0.0,High,2.0,Cat_6,B,82
462050,Male,No,19,No,Healthcare,4.0,Low,3.0,Cat_2,D,48
465268,Male,Yes,29,No,Executive,12.0,Low,3.0,Cat_6,B,24
461370,Male,No,26,Yes,Doctor,1.0,Low,3.0,Cat_6,D,85
464225,Female,No,31,No,Doctor,1.0,Low,5.0,Cat_3,C,49
466665,Male,Yes,42,Yes,Artist,0.0,Average,2.0,Cat_6,A,88
462290,Female,No,33,Yes,Doctor,1.0,Low,1.0,Cat_6,B,41
459326,Male,Yes,35,No,Healthcare,1.0,Low,5.0,Cat_6,D,50
464926,Female,Yes,46,No,Engineer,0.0,High,3.0,Cat_4,A,31
460343,Female,No,67,Yes,Artist,0.0,Low,2.0,Cat_6,B,87
463626,Female,No,35,No,Artist,7.0,Low,2.0,Cat_6,D,11
464266,Male,No,28,No,Doctor,8.0,Low,3.0,Cat_6,A,89
464491,Female,No,43,No,Doctor,8.0,Low,1.0,Cat_4,D,44
463440,Female,Yes,73,Yes,Artist,0.0,Average,3.0,Cat_1,C,60
463602,Female,No,21,No,Healthcare,8.0,Low,4.0,Cat_6,D,96
464706,Female,No,32,No,Doctor,1.0,Low,3.0,Cat_4,D,3
460313,Male,No,32,Yes,Artist,13.0,Low,3.0,Cat_6,A,59
465497,Male,No,25,No,Homemaker,14.0,Low,3.0,Cat_5,A,43
465846,Female,No,40,Yes,Artist,5.0,Low,1.0,Cat_6,A,29
463374,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D,60
462704,Male,Yes,48,Yes,Executive,5.0,High,5.0,Cat_6,B,81
462160,Female,No,36,Yes,Artist,3.0,Low,3.0,Cat_6,C,51
461365,Male,No,27,No,Healthcare,1.0,Low,3.0,Cat_6,D,90
464205,Female,Yes,82,No,Entertainment,0.0,High,2.0,Cat_6,B,67
459294,Male,No,23,No,Healthcare,9.0,Low,4.0,Cat_6,D,34
460318,Male,No,30,Yes,Entertainment,14.0,Low,3.0,Cat_6,D,59
467967,Male,No,30,Yes,Entertainment,8.0,Low,4.0,Cat_6,A,65
461797,Male,No,30,Yes,Healthcare,1.0,Low,3.0,Cat_6,D,78
462980,Male,No,28,Yes,Entertainment,1.0,Low,5.0,Cat_6,C,0
462361,Male,Yes,60,Yes,Artist,0.0,Low,2.0,Cat_4,A,30
461855,Female,Yes,52,Yes,Artist,1.0,Average,2.0,Cat_6,C,79
467522,Female,No,19,No,Healthcare,0.0,Low,2.0,Cat_6,D,77
463327,Male,Yes,40,No,Executive,1.0,Low,5.0,Cat_5,D,52
459824,Male,No,38,Yes,Entertainment,8.0,Low,1.0,Cat_6,D,34
461051,Female,Yes,71,Yes,Entertainment,1.0,Average,2.0,Cat_6,B,41
461142,Female,No,40,Yes,Engineer,1.0,Low,3.0,Cat_3,B,62
461521,Male,Yes,68,Yes,Artist,0.0,High,2.0,Cat_6,B,11
459422,Male,Yes,50,Yes,Entertainment,99.0,Low,4.0,Cat_6,A,60
467792,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,D,58
467432,Male,No,29,Yes,Healthcare,99.0,Low,3.0,Cat_6,B,89
464654,Female,Yes,39,No,Engineer,1.0,Average,4.0,Cat_4,B,66
459111,Male,Yes,41,Yes,Executive,0.0,Low,4.0,Cat_6,B,65
459408,Male,No,28,No,Doctor,99.0,Low,1.0,Cat_6,D,45
466473,Female,No,22,No,Healthcare,0.0,Low,3.0,Cat_2,D,66
464365,Male,No,35,Yes,Artist,99.0,Low,1.0,Cat_6,A,62
460046,Female,Yes,49,Yes,Artist,3.0,Low,2.0,Cat_6,B,49
466698,Female,Yes,26,Yes,Healthcare,8.0,Low,2.0,Cat_3,D,61
460609,Female,No,33,No,Healthcare,99.0,Low,1.0,Cat_4,C,46
459927,Female,No,27,No,Engineer,0.0,Low,2.0,Cat_3,D,16
467057,Female,No,50,No,Entertainment,8.0,Low,2.0,Cat_6,A,23
466052,Female,Yes,37,Yes,Homemaker,5.0,Low,2.0,Cat_4,D,2
464210,Male,No,43,Yes,Marketing,0.0,Low,2.0,Cat_6,A,70
465873,Male,No,35,Yes,Entertainment,13.0,Low,1.0,Cat_6,D,48
459802,Female,Yes,50,Yes,Artist,1.0,Low,1.0,Cat_6,C,19
464817,Male,No,31,Yes,Artist,7.0,Low,1.0,Cat_4,A,65
465540,Female,Yes,29,No,Engineer,99.0,High,2.0,Cat_6,D,47
460845,Female,No,20,No,Healthcare,0.0,Low,2.0,Cat_6,D,93
459072,Male,Yes,66,Yes,Entertainment,1.0,Average,2.0,Cat_6,C,10
465694,Male,Yes,37,Yes,Healthcare,1.0,Average,2.0,Cat_4,A,4
466381,Male,Yes,52,Yes,Artist,2.0,Average,2.0,Cat_6,C,73
460947,Male,Yes,45,Yes,Executive,7.0,High,5.0,Cat_6,C,92
467338,Female,No,27,Yes,Healthcare,2.0,Low,6.0,Cat_6,D,43
467189,Female,Yes,46,Yes,Artist,1.0,High,4.0,Cat_6,C,82
466456,Female,Yes,43,No,Doctor,9.0,Low,1.0,Cat_2,A,3
463805,Female,No,32,No,Doctor,8.0,Low,6.0,Cat_6,C,15
462427,Male,Yes,87,Yes,Lawyer,9.0,Low,4.0,Cat_6,C,55
462785,Female,Yes,40,Yes,Engineer,99.0,Average,5.0,Cat_3,B,4
466906,Male,No,59,Yes,Artist,1.0,Low,2.0,Cat_6,B,64
461842,Male,Yes,63,Yes,Artist,1.0,Average,3.0,Cat_6,C,19
462372,Female,Yes,65,No,Lawyer,99.0,High,2.0,Cat_6,A,72
462400,Male,No,47,Yes,Artist,0.0,Low,1.0,Cat_6,B,41
466598,Female,Yes,45,Yes,Artist,9.0,Low,2.0,Cat_6,C,20
466940,Male,Yes,79,No,Lawyer,0.0,Low,1.0,Cat_6,D,45
461754,Male,Yes,65,No,Entertainment,1.0,High,2.0,Cat_6,B,77
461376,Female,No,38,Yes,Healthcare,0.0,Low,2.0,Cat_6,B,47
459427,Female,Yes,28,Yes,Healthcare,99.0,Low,2.0,Cat_6,D,0
462025,Male,No,20,No,Healthcare,2.0,Low,3.0,Cat_4,D,5
465720,Female,Yes,36,Yes,Artist,1.0,Low,2.0,Cat_6,C,47
466354,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D,83
463857,Male,Yes,56,No,Healthcare,0.0,High,4.0,Cat_7,B,6
465849,Female,No,32,Yes,Doctor,5.0,Low,3.0,Cat_4,A,45
464100,Female,No,33,Yes,Healthcare,1.0,Low,1.0,Cat_6,D,74
461444,Female,Yes,68,Yes,Artist,1.0,High,2.0,Cat_6,C,85
461828,Male,Yes,53,Yes,Artist,99.0,Average,3.0,Cat_6,C,23
464711,Female,Yes,38,Yes,Artist,7.0,Average,3.0,Cat_1,B,45
462759,Male,No,22,No,Healthcare,99.0,Low,5.0,Cat_2,D,94
465349,Female,Yes,49,Yes,Artist,0.0,High,4.0,Cat_6,C,22
459449,Male,Yes,43,Yes,Artist,99.0,Low,2.0,Cat_6,B,14
463407,Female,No,33,No,Doctor,0.0,Low,1.0,Cat_3,D,22
466632,Female,Yes,57,Yes,Artist,1.0,High,2.0,Cat_6,C,62
464641,Female,Yes,65,Yes,Lawyer,2.0,Low,6.0,Cat_1,D,61
462154,Male,Yes,36,Yes,Entertainment,0.0,Average,2.0,Cat_6,C,24
464754,Female,Yes,43,No,Engineer,4.0,Average,7.0,Cat_4,A,74
460167,Female,No,18,No,Entertainment,1.0,Low,5.0,Cat_2,C,75
461987,Female,Yes,43,No,Engineer,1.0,Average,2.0,Cat_6,B,6
463259,Male,Yes,75,Yes,Lawyer,0.0,Low,1.0,Cat_6,A,64
464421,Female,Yes,27,No,Marketing,99.0,High,4.0,Cat_6,D,28
461628,Male,Yes,39,Yes,Healthcare,11.0,Average,2.0,Cat_6,B,13
459126,Male,Yes,61,Yes,Artist,2.0,Low,2.0,Cat_6,B,61
460639,Female,Yes,73,Yes,Lawyer,99.0,Low,5.0,Cat_1,D,61
465143,Male,No,26,Yes,Engineer,0.0,Low,5.0,Cat_4,C,22
460860,Male,Yes,52,Yes,Artist,7.0,Average,4.0,Cat_6,B,49
467629,Male,Yes,50,Yes,Artist,1.0,Low,1.0,Cat_6,B,25
461720,Female,No,51,Yes,Artist,1.0,Low,1.0,Cat_4,B,86
460086,Male,Yes,50,No,Artist,1.0,Average,3.0,Cat_6,C,79
465832,Male,Yes,53,Yes,Executive,9.0,High,5.0,Cat_4,B,4
467070,Male,Yes,40,No,Executive,5.0,Low,4.0,Cat_6,D,32
459602,Female,Yes,86,No,Lawyer,99.0,Low,1.0,Cat_6,D,61
463541,Female,No,26,No,Healthcare,0.0,Low,3.0,Cat_5,B,24
462431,Male,No,32,No,Entertainment,9.0,Low,4.0,Cat_6,A,81
461387,Female,No,22,No,Healthcare,5.0,Low,3.0,Cat_2,D,22
461693,Female,Yes,36,Yes,Artist,1.0,Average,4.0,Cat_6,B,39
466010,Female,Yes,69,No,Doctor,0.0,Low,1.0,Cat_3,A,75
465674,Female,No,39,Yes,Entertainment,1.0,Low,2.0,Cat_4,A,77
459405,Female,Yes,81,No,Doctor,0.0,High,2.0,Cat_6,A,15
465989,Female,No,28,No,Healthcare,9.0,Low,2.0,Cat_6,D,23
465598,Male,No,28,Yes,Healthcare,6.0,Low,5.0,Cat_2,D,43
466093,Male,No,52,Yes,Entertainment,1.0,Low,5.0,Cat_4,B,89
462773,Female,Yes,40,Yes,Artist,4.0,Average,5.0,Cat_6,B,39
465763,Female,Yes,37,No,Artist,0.0,Average,2.0,Cat_4,D,52
462958,Male,No,26,No,Marketing,1.0,Low,5.0,Cat_6,D,58
467056,Female,No,31,No,Homemaker,8.0,Low,1.0,Cat_6,A,18
461990,Female,Yes,68,Yes,Lawyer,0.0,Low,2.0,Cat_6,C,21
464480,Male,Yes,42,Yes,Artist,1.0,Average,3.0,Cat_6,C,79
461318,Female,Yes,56,Yes,Artist,1.0,Average,6.0,Cat_5,C,18
467398,Male,Yes,37,No,Entertainment,1.0,Low,2.0,Cat_6,A,35
464222,Male,Yes,58,Yes,Artist,1.0,Low,1.0,Cat_6,D,63
465427,Male,No,33,Yes,Artist,7.0,Low,1.0,Cat_6,A,64
460652,Female,No,31,No,Homemaker,8.0,Low,1.0,Cat_4,D,32
463642,Female,No,27,Yes,Healthcare,0.0,Low,3.0,Cat_2,B,43
462672,Male,No,25,No,Healthcare,7.0,Low,4.0,Cat_4,D,55
466112,Male,Yes,51,Yes,Entertainment,1.0,Average,2.0,Cat_6,B,72
459831,Male,Yes,37,No,Engineer,8.0,Average,3.0,Cat_4,D,6
463027,Male,Yes,69,Yes,Executive,1.0,Average,4.0,Cat_6,B,59
462467,Female,Yes,45,No,Doctor,1.0,Low,1.0,Cat_6,A,69
461469,Male,Yes,38,Yes,Artist,0.0,Low,2.0,Cat_6,C,1
461562,Male,Yes,51,Yes,Artist,99.0,Average,4.0,Cat_2,C,42
467051,Female,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,D,92
465928,Female,No,32,Yes,Healthcare,6.0,Low,3.0,Cat_6,D,8
462491,Male,No,31,Yes,Artist,1.0,Low,5.0,Cat_6,C,14
460642,Male,No,19,No,Healthcare,13.0,Low,3.0,Cat_3,D,23
460988,Male,Yes,41,Yes,Entertainment,0.0,Average,3.0,Cat_4,C,18
460634,Female,No,39,No,Entertainment,99.0,Low,6.0,Cat_3,D,98
461108,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_3,D,44
463329,Male,No,23,No,Healthcare,0.0,Low,6.0,Cat_3,D,15
466153,Male,Yes,65,No,Entertainment,0.0,Average,2.0,Cat_6,C,43
467027,Male,No,31,No,Executive,4.0,Low,5.0,Cat_1,D,41
466710,Female,Yes,73,No,Artist,1.0,High,2.0,Cat_6,C,45
465616,Male,Yes,42,Yes,Doctor,9.0,Low,2.0,Cat_6,C,7
463173,Male,No,47,Yes,Artist,0.0,Low,1.0,Cat_3,B,89
465779,Female,No,19,No,Healthcare,0.0,Low,5.0,Cat_2,D,69
465826,Male,Yes,45,No,Executive,3.0,Low,9.0,Cat_4,D,39
463063,Female,No,25,No,Marketing,99.0,Low,7.0,Cat_2,B,2
463575,Female,No,28,Yes,Entertainment,0.0,Low,3.0,Cat_6,D,83
466480,Female,Yes,40,Yes,Artist,99.0,Average,2.0,Cat_4,C,54
466075,Female,Yes,50,Yes,Engineer,1.0,Average,4.0,Cat_4,B,49
461723,Male,No,26,Yes,Healthcare,8.0,Low,2.0,Cat_6,C,14
460783,Male,Yes,82,Yes,Lawyer,0.0,Low,1.0,Cat_6,B,43
465962,Male,Yes,33,Yes,Healthcare,0.0,Low,2.0,Cat_7,A,92
462781,Male,No,50,No,Marketing,1.0,Low,2.0,Cat_7,C,10
466020,Male,Yes,83,No,Lawyer,0.0,Low,1.0,Cat_6,D,10
461502,Female,No,37,Yes,Artist,9.0,Low,1.0,Cat_6,B,13
463280,Male,Yes,37,Yes,Artist,6.0,Average,2.0,Cat_3,A,73
466936,Male,Yes,55,No,Lawyer,1.0,High,3.0,Cat_6,C,79
460552,Male,Yes,61,Yes,Artist,0.0,Low,2.0,Cat_3,C,65
459345,Female,Yes,39,Yes,Artist,3.0,Low,1.0,Cat_6,B,10
464256,Male,Yes,40,Yes,Artist,0.0,Low,2.0,Cat_6,C,31
467097,Male,Yes,55,Yes,Artist,2.0,Low,1.0,Cat_6,B,17
462571,Male,Yes,50,Yes,Healthcare,1.0,Average,1.0,Cat_6,D,44
463765,Male,No,26,Yes,Doctor,13.0,Low,3.0,Cat_6,D,89
460152,Female,No,53,Yes,Artist,1.0,Low,1.0,Cat_6,C,58
463415,Female,No,28,Yes,Healthcare,99.0,Low,5.0,Cat_6,B,33
459587,Female,No,32,Yes,Artist,7.0,Low,3.0,Cat_6,A,63
460995,Female,No,31,Yes,Marketing,0.0,Low,1.0,Cat_6,D,98
465426,Male,No,30,No,Healthcare,0.0,Low,4.0,Cat_6,B,90
461452,Female,No,31,Yes,Doctor,0.0,Low,4.0,Cat_3,A,24
460797,Male,Yes,47,Yes,Artist,4.0,Low,1.0,Cat_3,A,92
466618,Male,Yes,49,Yes,Artist,3.0,Average,2.0,Cat_6,C,90
462168,Male,Yes,37,Yes,Executive,1.0,High,3.0,Cat_6,B,8
465338,Male,Yes,47,Yes,Artist,13.0,Average,4.0,Cat_6,C,20
463501,Male,Yes,52,Yes,Executive,0.0,High,2.0,Cat_6,C,21
460817,Female,No,20,No,Entertainment,99.0,Low,7.0,Cat_3,C,94
459726,Male,Yes,79,No,Lawyer,0.0,High,2.0,Cat_6,B,29
463516,Male,Yes,47,No,Executive,1.0,High,6.0,Cat_6,C,12
463359,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D,56
463488,Female,No,29,No,Engineer,9.0,Low,4.0,Cat_4,A,81
465872,Female,No,33,Yes,Engineer,10.0,Low,1.0,Cat_6,A,19
460588,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_3,D,51
460236,Male,No,18,No,Healthcare,8.0,Low,4.0,Cat_6,D,34
460802,Male,Yes,70,Yes,Lawyer,0.0,High,2.0,Cat_6,C,5
459467,Female,Yes,56,Yes,Artist,0.0,Average,2.0,Cat_6,C,88
466953,Male,Yes,42,Yes,Artist,2.0,Average,2.0,Cat_6,B,61
459086,Female,No,28,No,Healthcare,1.0,Low,2.0,Cat_6,B,7
464915,Male,Yes,41,Yes,Executive,99.0,High,4.0,Cat_4,B,72
460827,Male,Yes,81,Yes,Lawyer,9.0,Low,1.0,Cat_6,D,65
464272,Male,No,30,Yes,Artist,9.0,Low,2.0,Cat_6,A,28
461063,Male,Yes,53,No,Lawyer,0.0,Low,2.0,Cat_6,D,26
467302,Male,No,26,Yes,Executive,9.0,Low,4.0,Cat_6,D,65
461935,Male,Yes,51,Yes,Artist,1.0,Low,3.0,Cat_6,C,42
459089,Male,No,19,No,Artist,9.0,Low,7.0,Cat_7,B,86
462365,Male,Yes,75,Yes,Lawyer,0.0,High,2.0,Cat_6,B,45
459628,Female,Yes,51,Yes,Engineer,0.0,Low,1.0,Cat_6,A,41
467332,Female,Yes,70,Yes,Homemaker,3.0,Low,2.0,Cat_6,B,41
460443,Female,No,38,Yes,Doctor,0.0,Low,1.0,Cat_6,A,84
462195,Female,No,21,No,Healthcare,0.0,Low,4.0,Cat_4,D,23
466228,Male,Yes,80,No,Lawyer,0.0,Low,1.0,Cat_4,B,62
461952,Female,Yes,19,No,Artist,99.0,High,2.0,Cat_4,D,43
467589,Male,No,33,No,Entertainment,1.0,Low,1.0,Cat_6,D,67
466107,Male,Yes,48,Yes,Entertainment,1.0,Average,6.0,Cat_6,C,49
466452,Female,No,33,Yes,Engineer,0.0,Low,3.0,Cat_1,D,30
467074,Female,No,31,No,Healthcare,1.0,Low,4.0,Cat_6,C,67
464233,Female,Yes,48,Yes,Artist,1.0,Average,2.0,Cat_6,C,43
462225,Male,Yes,49,No,Engineer,1.0,Average,8.0,Cat_4,D,63
465970,Female,Yes,38,No,Artist,1.0,Low,1.0,Cat_6,B,50
460094,Female,No,39,Yes,Artist,0.0,Low,1.0,Cat_3,A,99
467428,Female,Yes,46,Yes,Entertainment,2.0,Average,2.0,Cat_6,B,81
465623,Male,Yes,41,Yes,Artist,8.0,Average,2.0,Cat_6,C,24
467516,Female,Yes,31,No,Artist,0.0,High,3.0,Cat_4,A,93
462975,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,Cat_6,C,69
462389,Female,Yes,58,No,Engineer,1.0,Low,1.0,Cat_6,B,31
461556,Female,Yes,49,Yes,Engineer,1.0,Average,2.0,Cat_6,A,65
465964,Female,Yes,47,No,Marketing,2.0,Low,1.0,Cat_6,D,65
460724,Male,No,30,Yes,Healthcare,1.0,Low,4.0,Cat_6,D,53
466787,Female,Yes,33,Yes,Doctor,0.0,Low,2.0,Cat_6,A,39
467256,Male,No,33,No,Healthcare,0.0,Low,4.0,Cat_2,B,88
467414,Male,No,27,Yes,Healthcare,99.0,Low,1.0,Cat_6,D,98
466742,Male,Yes,45,No,Doctor,8.0,Low,2.0,Cat_3,A,65
466017,Female,Yes,45,Yes,Homemaker,1.0,Low,1.0,Cat_3,B,95
459679,Female,No,21,No,Entertainment,1.0,Low,4.0,Cat_6,D,13
465930,Female,No,36,Yes,Artist,9.0,Low,2.0,Cat_6,A,5
460175,Female,No,28,No,Artist,0.0,Low,5.0,Cat_2,C,35
466725,Female,Yes,89,No,Lawyer,0.0,High,2.0,Cat_6,A,72
465095,Male,Yes,48,Yes,Executive,1.0,High,4.0,Cat_6,C,41
465452,Male,Yes,47,No,Entertainment,0.0,High,5.0,Cat_6,C,75
463473,Male,No,23,No,Healthcare,99.0,Low,3.0,Cat_6,D,11
463213,Female,No,18,No,Healthcare,3.0,Low,4.0,Cat_6,D,12
467653,Male,Yes,58,Yes,Lawyer,2.0,High,2.0,Cat_6,C,17
463218,Male,Yes,42,No,Entertainment,9.0,Average,3.0,Cat_6,A,99
461289,Male,No,22,No,Healthcare,0.0,Low,3.0,Cat_6,D,71
459983,Female,Yes,50,Yes,Artist,2.0,Low,1.0,Cat_6,B,37
465845,Female,Yes,40,Yes,Entertainment,99.0,Low,2.0,Cat_6,B,63
462363,Male,Yes,73,No,Executive,0.0,High,2.0,Cat_6,D,96
461509,Male,Yes,40,Yes,Artist,1.0,Average,3.0,Cat_6,B,44
464064,Female,Yes,39,No,Doctor,0.0,Low,2.0,Cat_6,B,2
460545,Male,Yes,83,No,Lawyer,0.0,High,3.0,Cat_3,D,66
459303,Male,Yes,55,Yes,Artist,0.0,Low,1.0,Cat_6,B,82
462568,Male,Yes,51,Yes,Doctor,99.0,Low,3.0,Cat_6,A,83
462635,Male,Yes,42,No,Engineer,5.0,Average,4.0,Cat_4,A,30
464456,Male,Yes,27,Yes,Artist,1.0,Low,4.0,Cat_6,C,83
465106,Male,Yes,53,Yes,Executive,1.0,High,2.0,Cat_6,C,29
467605,Female,Yes,40,Yes,Engineer,1.0,Average,7.0,Cat_6,A,40
466116,Male,Yes,62,Yes,Artist,0.0,Average,9.0,Cat_3,C,24
461388,Male,No,21,No,Healthcare,99.0,Low,5.0,Cat_2,D,82
467176,Male,No,27,No,Healthcare,1.0,Low,3.0,Cat_3,A,56
459400,Female,Yes,84,No,Lawyer,0.0,High,2.0,Cat_6,B,64
460320,Male,No,26,No,Artist,11.0,Low,4.0,Cat_6,C,37
466454,Male,No,33,Yes,Entertainment,1.0,Low,1.0,Cat_6,A,8
467028,Male,No,27,Yes,Artist,0.0,Low,1.0,Cat_6,D,89
464827,Female,Yes,46,No,Entertainment,9.0,Average,5.0,Cat_4,D,12
465463,Female,No,28,No,Doctor,99.0,Low,5.0,Cat_2,A,25
464501,Female,No,25,No,Healthcare,1.0,Low,3.0,Cat_6,A,36
460659,Female,Yes,47,Yes,Marketing,99.0,Average,3.0,Cat_6,A,49
463715,Female,No,32,No,Artist,3.0,Low,4.0,Cat_6,C,57
461028,Female,No,21,No,Healthcare,6.0,Low,4.0,Cat_4,D,17
466766,Male,Yes,73,Yes,Lawyer,1.0,High,4.0,Cat_6,C,81
462475,Male,Yes,35,Yes,Artist,0.0,Average,2.0,Cat_6,B,17
465770,Male,No,52,Yes,Artist,1.0,Low,1.0,Cat_6,B,9
466823,Male,Yes,40,Yes,Artist,1.0,Low,2.0,Cat_6,B,77
463505,Male,No,31,Yes,Healthcare,99.0,Low,1.0,Cat_6,D,13
467083,Female,Yes,88,Yes,Lawyer,1.0,High,2.0,Cat_6,A,69
464080,Female,No,41,Yes,Artist,1.0,Low,2.0,Cat_6,C,45
462287,Female,Yes,73,Yes,Artist,99.0,Average,2.0,Cat_6,C,16
466503,Male,Yes,45,Yes,Artist,7.0,Average,5.0,Cat_6,B,91
461847,Male,Yes,41,No,Entertainment,0.0,Low,4.0,Cat_6,A,65
461447,Male,Yes,75,Yes,Lawyer,0.0,High,2.0,Cat_6,C,71
459982,Male,No,39,Yes,Entertainment,9.0,Low,2.0,Cat_6,A,3
463316,Female,Yes,89,No,Lawyer,0.0,High,2.0,Cat_6,A,29
466758,Male,Yes,45,Yes,Doctor,0.0,Low,1.0,Cat_6,A,65
464307,Female,Yes,50,Yes,Artist,1.0,Average,2.0,Cat_6,C,14
461344,Male,Yes,43,No,Healthcare,6.0,High,2.0,Cat_7,B,68
463353,Male,Yes,50,Yes,Executive,4.0,Average,4.0,Cat_2,B,49
464324,Male,Yes,76,Yes,Lawyer,1.0,Low,1.0,Cat_3,D,65
462108,Female,Yes,27,Yes,Homemaker,99.0,Average,2.0,Cat_6,A,57
459288,Male,Yes,41,Yes,Artist,1.0,Low,2.0,Cat_6,A,18
460050,Male,Yes,50,Yes,Entertainment,3.0,Low,2.0,Cat_6,A,52
464994,Male,Yes,56,Yes,Executive,8.0,High,5.0,Cat_6,C,77
464903,Male,Yes,28,No,Entertainment,0.0,Average,2.0,Cat_4,A,19
463165,Female,Yes,72,Yes,Doctor,1.0,Average,2.0,Cat_6,A,99
460419,Female,Yes,41,No,Doctor,99.0,Low,1.0,Cat_7,A,50
465981,Male,No,28,No,Artist,0.0,Low,2.0,Cat_6,A,43
465281,Female,Yes,27,Yes,Artist,8.0,Average,2.0,Cat_6,C,66
463781,Female,No,32,No,Healthcare,2.0,Low,4.0,Cat_4,D,54
466569,Female,No,20,No,Doctor,9.0,Low,4.0,Cat_6,A,25
466547,Male,Yes,45,Yes,Executive,1.0,Low,5.0,Cat_6,B,16
464631,Male,No,59,Yes,Artist,1.0,Low,2.0,Cat_6,C,55
465957,Female,No,46,Yes,Marketing,1.0,Low,1.0,Cat_6,D,22
459848,Male,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_6,C,64
461642,Male,No,41,Yes,Artist,9.0,Low,2.0,Cat_6,A,49
467259,Male,Yes,70,Yes,Lawyer,1.0,High,2.0,Cat_6,B,6
463439,Male,Yes,42,Yes,Artist,9.0,Average,3.0,Cat_6,B,18
464764,Female,Yes,60,No,Engineer,1.0,High,9.0,Cat_4,A,70
467073,Male,No,37,Yes,Engineer,9.0,Low,1.0,Cat_6,D,50
460480,Male,No,18,No,Healthcare,0.0,Low,7.0,Cat_3,D,8
464419,Male,Yes,52,Yes,Artist,1.0,Average,3.0,Cat_6,C,18
463686,Female,No,32,No,Artist,2.0,Low,4.0,Cat_2,A,16
459411,Male,Yes,74,No,Lawyer,8.0,Low,1.0,Cat_6,A,49
463774,Male,Yes,29,Yes,Healthcare,1.0,Average,2.0,Cat_6,A,70
463671,Male,Yes,37,Yes,Entertainment,0.0,Average,3.0,Cat_6,C,61
466986,Male,Yes,45,No,Entertainment,1.0,Average,3.0,Cat_6,B,14
465508,Male,No,22,No,Healthcare,1.0,Low,4.0,Cat_6,D,23
465351,Female,Yes,51,Yes,Artist,8.0,Average,2.0,Cat_6,B,80
464001,Male,Yes,59,Yes,Artist,0.0,Average,2.0,Cat_6,C,6
459483,Male,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_7,A,16
466013,Male,No,22,No,Healthcare,2.0,Low,3.0,Cat_4,D,5
459763,Male,No,18,No,Artist,99.0,Low,4.0,Cat_4,D,50
466490,Female,Yes,84,No,Lawyer,0.0,High,2.0,Cat_6,B,85
463024,Male,No,35,Yes,Artist,99.0,Low,1.0,Cat_6,A,53
463665,Male,Yes,50,Yes,Entertainment,0.0,Average,3.0,Cat_6,C,20
463459,Male,Yes,73,Yes,Artist,5.0,High,3.0,Cat_6,C,13
462756,Female,No,23,No,Engineer,1.0,Low,4.0,Cat_6,B,23
461414,Male,No,30,Yes,Entertainment,99.0,Low,5.0,Cat_3,D,95
463915,Female,No,21,Yes,Healthcare,0.0,Low,5.0,Cat_2,D,72
463543,Male,No,18,No,Healthcare,1.0,Low,4.0,Cat_6,D,62
462768,Male,Yes,46,Yes,Artist,0.0,Average,3.0,Cat_6,B,25
461876,Male,No,32,Yes,Entertainment,9.0,Low,2.0,Cat_6,D,16
